,accuracy_score,average_precision_score,f1_score,fn,fp,name,roc_auc_score,tn,tp
0,0.8096777557618104,0.5006411396378327,0.3849005729693293,109,1716,MLPClassifier-activationlogisticalpha0.0001hidden_layer_sizes(100100)--tfidf,0.8960944979630645,7193,571
0,0.8146834915006779,0.5220904518522268,0.3887168902648779,115,1662,MLPClassifier-activationlogisticalpha0.0001hidden_layer_sizes(505050)--tfidf,0.8993471572038851,7247,565
0,0.8184377933048285,0.5367279196951423,0.3982025578983754,104,1637,MLPClassifier-activationlogisticalpha0.0001hidden_layer_sizes(50)--tfidf,0.9083425221025665,7272,576
0,0.8154134946292627,0.5146451448391187,0.39217032967032966,109,1661,MLPClassifier-activationlogisticalpha0.001hidden_layer_sizes(100)--tfidf,0.9029743550804541,7248,571
0,0.7764104703305871,0.45017253770750043,0.3526570048309179,96,2048,MLPClassifier-activationlogisticalpha0.001hidden_layer_sizes(100100)--tfidf,0.8866166401457878,6861,584
0,0.8044634477004902,0.4702843753245361,0.3776966478592765,111,1764,MLPClassifier-activationlogisticalpha0.001hidden_layer_sizes(505050)--tfidf,0.8906251444342468,7145,569
0,0.8208363750130357,0.5358025136965661,0.4001396648044693,107,1611,MLPClassifier-activationlogisticalpha0.001hidden_layer_sizes(50)--tfidf,0.908247608168871,7298,573
0,0.5934925435394723,0.44408413266378627,0.24192921042395954,58,3840,ComplementNB-alpha0.0fit_priorTruenormTrue--tfidf,0.8622420817019141,5069,622
0,0.8138492022108667,0.4819612611801889,0.3859649122807017,119,1666,ComplementNB-alpha0.0fit_priorTruenormFalse--tfidf,0.8826398288577975,7243,561
0,0.5934925435394723,0.44408413266378627,0.24192921042395954,58,3840,ComplementNB-alpha0.0fit_priorFalsenormTrue--tfidf,0.8622420817019141,5069,622
0,0.8138492022108667,0.4819612611801889,0.3859649122807017,119,1666,ComplementNB-alpha0.0fit_priorFalsenormFalse--tfidf,0.8826398288577975,7243,561
